collapse_rate,collapse_sigma,collapse_amplitude,continuous_noise_amplitude,density_decay,relativistic_factor,slope
0.4214520906566058,0.15727519920117658,0.8191868300985331,0.00715355560043466,0.9690893301434479,0.0025692744460828016,-3.896219459674363
0.4142740064482018,0.15355787020422498,0.8019022436043134,0.0070008382520630255,0.9686386902249049,0.002717198372358395,-3.3112336273763887
0.4097312232816403,0.15578776228574065,0.7996665482246926,0.0071362611000428885,0.9686873010250702,0.0029366696691682675,-3.4507967339703116
0.416511231635512,0.15235111020368042,0.8071088638896229,0.007096365868000016,0.9686128401243629,0.002559247800896215,-3.6657324441515247
0.4166503113099364,0.15543487256055746,0.8222332215152417,0.0068492310935762074,0.9699688476144768,0.0026958150735325722,-3.7183385027644715
0.41519004790577174,0.15221663695949703,0.8075499492802038,0.007046454286969068,0.9698873603874225,0.0029813410246555677,-3.830915877170125
0.4102418037634113,0.1523626461620576,0.8045849186378766,0.00689689895360549,0.969043349877986,0.002883018574459004,-3.773042665413906
0.41634408830369585,0.1557948225854119,0.8031713988196376,0.006993309874107252,0.968696565137184,0.0026072899896496314,-3.2924664224178786
0.40556209359091017,0.15679351733775732,0.823800661370085,0.006972228530105453,0.9695443126175882,0.0024606306170666236,-3.4729775202217845
0.40161919023539583,0.15690428374813126,0.8014194174115709,0.006960638268250749,0.9692230873782345,0.0025211066010113812,-3.6357623660451
0.39877066187479576,0.15410338931269352,0.8145914999553195,0.006893520464782349,0.9692571790291361,0.002988132689846121,-3.702308820341245
0.41259095263612694,0.1526037611752834,0.8040213679677294,0.006993718770513371,0.9689036750180455,0.0024693379716794507,-3.4387395447456672
0.4003289282208968,0.15651857271957603,0.8139775056602228,0.007113264248569087,0.9683429443866302,0.0029270097627929377,-3.4470525772274234
0.41745215576712164,0.15586979323655195,0.821334078573455,0.007159591957988344,0.9691399780720663,0.00269536331083343,-3.4698814331591414
0.4106553288362936,0.15351550871458736,0.8231120185688103,0.006882653914736137,0.9682828288426246,0.0029950659234700785,-3.396256403373989
0.4191756026417388,0.15529250989014196,0.799289408656907,0.0070736126158850885,0.9682595956760708,0.0029268453584577825,-3.498274912938253
0.40585014409284054,0.15307180713238952,0.8242187340268846,0.006851738330800867,0.9682595802626723,0.0028843270239704397,-3.569691816014894
0.4039978403034004,0.15715613878464985,0.7969771628229366,0.0068957572981796665,0.9700701663640541,0.0027098671853553477,-3.780082846740647
0.41681232242652394,0.15571278106740513,0.8114774214912459,0.007058705433574917,0.9683800174498763,0.002678545708324391,-3.8395941138556773
0.4210327538963971,0.15560019306213452,0.8215999463737326,0.006996309732572237,0.9697748715821269,0.0029476032294787364,-3.6049019426608573
