collapse_rate,collapse_sigma,collapse_amplitude,continuous_noise_amplitude,density_decay,relativistic_factor,slope
0.26795304973676404,0.17152535797946347,0.7659134170359367,0.007165400844736862,0.9799244769761947,0.0042338792806344075,-3.761619859167307
0.2676269985362086,0.17157732450064275,0.7667105187642238,0.007222701968576248,0.9798696108787719,0.004242791761926535,-3.7918418385842303
0.2679233866297541,0.17146681295299182,0.7661147098719633,0.0071978393722189945,0.9799255056912576,0.004330543187422563,-3.73187009298306
0.26732544242082085,0.17149854772758324,0.7652129700571724,0.007180296624887339,0.9798316605219113,0.004244294508934445,-3.4857472541690226
0.26804102452408685,0.17142719478464089,0.7665149560293616,0.00728035136877126,0.9798442795039485,0.004276599188727734,-3.910624340051182
0.26710300963643613,0.17146917856278088,0.7668173663769208,0.007210714016740475,0.9798232847789933,0.00431433457010896,-3.749179744094225
0.268177147218393,0.17174271179066883,0.7658730285973518,0.007190064023772252,0.9798252567994451,0.004330988132931838,-3.781340021503056
0.2671324216540969,0.17151428584305572,0.7667294035223471,0.0071946307553162605,0.9799353718508166,0.004269711111801534,-3.562445637932339
0.2669435503564221,0.17150104029911764,0.7665628460410349,0.007137285752812626,0.979821453081599,0.004253494715473371,-3.894614231873215
0.2681211375782755,0.17161054689499547,0.7652759806030623,0.007154785449731955,0.9798208052636443,0.004244864238284094,-3.6042193335754362
0.2675665586523901,0.1715788925040867,0.7658971263495341,0.007220972069200847,0.9798622969220334,0.004228638997629063,-3.6428490429710814
0.26720647777106954,0.17151229720879999,0.7664881930599377,0.007212537957675219,0.9798839162604935,0.0043511664056484385,-3.7315769402417995
0.2671442047935555,0.17156199621301446,0.766726722069645,0.007155529654219244,0.9799104649809114,0.0042323597111604315,-3.3171164726404845
0.26744784490481116,0.17140721438792594,0.7657699144993483,0.007167196861367229,0.9798328895790175,0.004253967176703577,-3.917713760100958
0.2673385728321287,0.17172111059146639,0.7662826379016727,0.0072472342803750235,0.9798097971088049,0.004243308778422036,-3.2707063367975637
0.26741438755082647,0.1714388008801962,0.7662315440965022,0.007146233923418575,0.9798839147248702,0.004216091608033734,-3.5765150635528684
0.267766165370083,0.1716717420298168,0.7652765794045955,0.007267003831344947,0.9798468582768497,0.004243231301786513,-3.8290293401121467
0.2684415342699623,0.17173563296363814,0.7664073734471022,0.007218316546298332,0.9798827695450577,0.004330834072779494,-3.3315191747661403
0.26777813919090443,0.17172576898674058,0.7664071823893044,0.0072664008383775845,0.9798847378866493,0.004248541413415645,-3.553111305988201
0.2675101376045397,0.17148605447995177,0.765990981514342,0.007149927334198563,0.9798742145496723,0.0042273453823393065,-3.5687538389902542
