Cycle,Step,Avg Density,Avg Potential
1,78,0.007931138733898318,0.13406342696468668
1,79,0.007869001820034601,0.13219083789502484
1,80,0.007824915544938088,0.13066281891638631
1,81,0.007747941764278179,0.1294032062757534
1,82,0.007657830640528349,0.1281879409904542
1,83,0.007565699535118465,0.12703138430524114
1,84,0.007513819462226285,0.1262135183992218
1,85,0.007512620902084183,0.12413064908970856
1,86,0.007429375530791068,0.12294063262442093
1,87,0.007358047062099967,0.12200096306551267
1,88,0.007253547075053527,0.12113205950753052
1,89,0.00717230496687562,0.16010551769516237
1,90,0.007130157386779695,0.15842151021641707
1,91,0.007116002846004368,0.09292189313347682
1,92,0.007030885918760255,0.09203037062373906
1,93,0.006960244397692349,0.09067832172710752
1,94,0.006880055315797258,0.09018276455158399
1,95,0.006841632886865666,0.08917324284511208
1,96,0.006802438636772192,0.08818754879721992
1,97,0.0067797921529167285,0.10540684614790238
1,98,0.0066899653901095445,0.10415159176220827
1,99,0.00662333527420635,0.15297307946406707
1,100,0.006558515548631546,0.16608065282306766
1,101,0.006497927944873131,0.18194696186125536
1,102,0.006454316058171144,0.19709708980151036
1,103,0.006385456307223763,0.1954144347692063
1,104,0.006328119796449565,0.2707493594846675
1,105,0.006214027449397745,0.26801870419765195
1,106,0.006126498908242722,0.26576116982754844
1,107,0.006031910710019142,0.2670547385225798
1,108,0.005973559171073022,0.2647287680992398
1,109,0.0058805174563378755,0.26230026379049304
1,110,0.005824962143574993,0.2598029821388367
1,111,0.011222030386408701,0.17279510438794904
1,112,0.011103081703157809,0.18973434774447703
1,113,0.015488756187137164,0.10524092413671768
1,114,0.018111917657151012,0.02422765415430489
1,115,0.017925893096082543,0.023900604648549678
1,116,0.017719384250673667,0.023928592123348705
1,117,0.017534256663617097,0.023711385326484993
1,118,0.017369643427730824,0.06440726049828627
1,119,0.01716634869941922,0.06346238712123031
1,120,0.016989218020813955,0.062882596221439
1,121,0.017078267900971604,0.04261885616950106
1,122,0.016879325287633827,0.0423187862623238
1,123,0.016675803173712277,0.042257815314758626
1,124,0.016532983677338582,0.042098048437471045
1,125,0.01639843982058982,0.04117702572305949
1,126,0.016205478413257837,0.06622728037106759
1,127,0.016022094765590772,0.06586680415341711
1,128,0.015852923235996103,0.11391298061444433
1,129,0.015703534939350297,0.11295727276877665
1,130,0.015527837044317462,0.11157134217116899
1,131,0.0153911621994945,0.11029057914473009
1,132,0.015226314236867593,0.10947876406629109
1,133,0.015073140290968593,0.10812182611288743
1,134,0.01488868218479861,0.10749897190302776
1,135,0.014766412078678154,0.10651013831189804
1,136,0.014623915807025354,0.14484607466598115
1,137,0.014497191288467857,0.14327549279834786
1,138,0.014343000911108449,0.14172956208294885
1,139,0.014217143157294198,0.0859104478412177
1,140,0.014113285322725572,0.08427116604944848
1,141,0.013972433561426944,0.08362837552612029
1,142,0.013823696316522287,0.08279572231201358
1,143,0.013704939308598722,0.08189374129926663
1,144,0.01448052126148261,0.006211160260393589
1,145,0.014332888722810048,0.014372367433404476
1,146,0.025475350376284078,-0.047840954519997286
1,147,0.025187991044960525,-0.046985343068795316
1,148,0.024950719388001825,-0.011270803527877266
1,149,0.02470378739990275,-0.010683403069602582
1,150,0.024404591294882053,-0.010372076734840419
1,151,0.024127894663058105,0.023977114668324473
1,152,0.02385880146175228,0.0716922412650001
1,153,0.024998888972931895,0.03659293858350496
1,154,0.024717464949654065,0.036402568784840356
1,155,0.024446634427102317,0.08587284939280596
1,156,0.02420541148165565,0.08479391201261605
1,157,0.02394635879799727,0.08403140681831489
1,158,0.02371802268483647,0.091062714436626
1,159,0.023503401272785766,0.08988365336916398
1,160,0.023249358531078478,0.0896167688912623
1,161,0.023040822870221613,0.08847762910304569
1,162,0.022805780032776883,0.1326972619385618
1,163,0.022580986621733388,0.13114166505733077
1,164,0.022335373244377905,0.08820900407313886
1,165,0.022097185200294026,0.17587597655121706
1,166,0.021839630817195855,0.17404262911318288
1,167,0.02161858395281166,0.19331818161317246
1,168,0.02143037166420492,0.24056464649745324
1,169,0.021187525617495154,0.1810842338787539
1,170,0.020968978458341708,0.17933464169359736
1,171,0.02074493622777754,0.17753409744744186
1,172,0.02051344763738392,0.17584663088063782
1,173,0.02029916185423237,0.1294952155222156
1,174,0.02304146358454435,0.04735255297516719
1,175,0.02284553773295197,0.07684910160848532
1,176,0.02263836764196926,0.07610640790486939
1,177,0.022411467850001515,0.07574694168154544
1,178,0.02214966081660754,0.07477884796285642
1,179,0.022923115460791087,-0.000241923282752049
1,180,0.022693750538146956,-0.014776013441922198
1,181,0.022464722837854403,-0.014916964871319383
1,182,0.022225767717533915,0.029441533380377527
1,183,0.021996367554247144,0.028885239927487677
1,184,0.02176261706811198,0.07784819626302394
1,185,0.02156928796613467,0.07674465989037083
1,186,0.02134633495489836,0.0759023936069122
1,187,0.02116086714783326,0.07472070674557185
1,188,0.020945605594435885,0.09600983305409277
1,189,0.020734934019491315,0.0950564035992923
1,190,0.0205290280452335,0.09405622443941408
1,191,0.02040087131983207,0.09252658972202915
1,192,0.020192429357349155,0.09160948983334305
1,193,0.01999167189984727,0.07662427588270099
1,194,0.019805501485153837,0.0759971678232606
1,195,0.01963253039662826,0.03388878100757228
1,196,0.03254275738766353,-0.047898189604110464
1,197,0.03223489196430393,-0.04803343297528892
1,198,0.0318766748898379,-0.04719703396464106
1,199,0.03156543162224526,-0.04662299158923269
2,0,5.6796022229118255e-06,-0.00034530304141497663
2,1,1.2388092103178565e-05,-0.0005245496189972632
2,2,-3.788809130346587e-05,0.0002511937817891555
2,3,-4.8559992788063924e-05,0.00024253882514879325
2,4,8.676624228397647e-06,5.233820703494336e-05
2,5,2.5068148584215882e-05,0.0002648294586603435
2,6,4.6961771443218394e-05,-0.03552733633583925
2,7,1.4022701921817208e-05,-0.034610047926662224
2,8,-5.99651927572167e-05,-0.03373827303233457
2,9,-4.2607849201172523e-05,0.014390251324468802
2,10,-5.0493355778502436e-05,-0.03695386716341114
2,11,-5.931778185926485e-05,-0.036400500150686854
2,12,-3.6040611299195813e-05,-0.04922661520909313
2,13,-3.930219534757508e-05,0.05131840613027435
2,14,-6.826180038719222e-05,0.05129655221778905
2,15,-5.4975453714913914e-05,0.05102494428944056
2,16,-3.9102558796354504e-05,0.05079500310643674
2,17,0.015772720474093574,-0.04148214058480175
2,18,0.015588939232826508,-0.09331168200755091
2,19,0.01543338463977512,-0.09275886697959189
2,20,0.015286190914103964,-0.09167930746379477
2,21,0.015153582154815728,-0.06545627180846961
2,22,0.014989175091426917,-0.06465933901248098
2,23,0.014828917599584664,-0.03308166146889001
2,24,0.014707262003204167,-0.033154824064554764
2,25,0.014573510772820647,-0.03288049668522223
2,26,0.014457992437532914,-0.03324292728459459
2,27,0.014301870853014478,-0.03251090442106987
2,28,0.01418633915467691,-0.05485054739536285
2,29,0.014047076164282952,-0.054271688975754566
2,30,0.01392106386516746,-0.05371348251960573
2,31,0.01377368862657714,-0.05274405887475694
2,32,0.013643976470613887,-0.05221639600920736
2,33,0.013499051220340213,-0.10038437372664173
2,34,0.01335514594533398,-0.07654984022853051
2,35,0.01322847951193837,-0.05347802334519734
2,36,0.01309484834700792,-0.052661969730979044
2,37,0.012957154219135923,-0.051987953918123185
2,38,0.012814126639658578,-0.05140312464356882
2,39,0.012693184576380733,-0.05100817245667026
2,40,0.023217957774964312,-0.1393532579953998
2,41,0.022975105823598692,-0.13784190831584506
2,42,0.04190568851437538,-0.2650357451650359
2,43,0.0414623374181896,-0.26223771119798817
2,44,0.041060654471950286,-0.2597990073230475
2,45,0.0405915060915813,-0.2572919280715621
2,46,0.040388771457911025,-0.31694417403720765
2,47,0.040027788415221005,-0.3139952833179937
2,48,0.03964656318542316,-0.3108355381451925
2,49,0.039255533920874316,-0.25096642829833404
2,50,0.038860520574941035,-0.25704254492730383
2,51,0.03847338591818886,-0.21966150715620542
2,52,0.038047995999210854,-0.25083379539049677
2,53,0.0377168114571826,-0.24872189284845445
2,54,0.054604175822335184,-0.33837449946184356
2,55,0.05405392860290917,-0.3345677740617363
2,56,0.0535710941759051,-0.3313966310201837
2,57,0.05304461193444229,-0.3281661742269901
2,58,0.05250913327266929,-0.2798431503387677
2,59,0.05197175285294156,-0.22321187617822552
2,60,0.05143638756294003,-0.22088655091869858
2,61,0.05092063525047931,-0.254040005876905
2,62,0.05041811599797681,-0.2514873180416749
2,63,0.04988057623375074,-0.2494742057844448
2,64,0.04941567524294328,-0.2473697289344397
2,65,0.04894430697688361,-0.24497361373040327
2,66,0.048451649272470865,-0.24313692958960026
2,67,0.047922410496451684,-0.21811879138082746
2,68,0.047447368203804574,-0.2160886050230613
2,69,0.04701999423703276,-0.21434000298081735
2,70,0.046594172328697635,-0.2126268922969868
2,71,0.04615089226945716,-0.25691501809447154
2,72,0.045699771432186564,-0.25430148667885366
2,73,0.04524296590380319,-0.2515867549168537
2,74,0.04480288062432665,-0.20119845132366565
2,75,0.04435357085426251,-0.17776048880803658
2,76,0.04391205932989405,-0.17629834563373356
2,77,0.04348794189174756,-0.17474520923266545
2,78,0.04309893997044355,-0.17321890702500634
2,79,0.042603091498117834,-0.1261795873655242
2,80,0.04215298018237021,-0.1517830282684167
2,81,0.04173348948065574,-0.1505965382417506
2,82,0.04130842308430906,-0.1864306234921289
2,83,0.04089538777598121,-0.1845008006566793
2,84,0.04049979495506459,-0.18244106529108878
2,85,0.040147230255180515,-0.15660547977092198
2,86,0.07097334864358393,-0.3386344548028619
2,87,0.07023367988772322,-0.33841266575354956
2,88,0.06956347786369321,-0.3047218267893306
2,89,0.0688571781778149,-0.30177217982111204
2,90,0.06816550103082922,-0.29883622492385076
2,91,0.06752847437933909,-0.29634553442802813
2,92,0.0668300288989216,-0.25519946159386475
2,93,0.06616232516070106,-0.2530326773697529
2,94,0.06552504403093763,-0.25087043282300836
2,95,0.06492481504083271,-0.2483665609681582
2,96,0.06425943832044231,-0.24608432691234905
2,97,0.06446527143375191,-0.3245059495485623
2,98,0.06383518843579018,-0.3523741084739169
2,99,0.06321077339123707,-0.348942896078999
2,100,0.06253576456720503,-0.2957144158427512
2,101,0.061892135049641826,-0.29227452368007356
2,102,0.06123932896927507,-0.28849600465173575
2,103,0.060673147557157706,-0.2853226506840433
2,104,0.07970082924249765,-0.3763617632307181
2,105,0.0789233213432611,-0.3727546259858582
2,106,0.07806050397931677,-0.3188290815349945
2,107,0.07784358716092993,-0.3878853360888228
2,108,0.07708186387987243,-0.384354072547769
2,109,0.07629662429318138,-0.38020701813029745
2,110,0.07552609607829072,-0.3735658745738403
2,111,0.07482177516093634,-0.3705288385175618
2,112,0.07408519451014675,-0.325677734199525
2,113,0.073321569124201,-0.31437094801659976
2,114,0.07292269181272987,-0.38113783840215687
2,115,0.07216923382429631,-0.38450916508247557
2,116,0.07145773790719703,-0.3803146664503417
2,117,0.07073684661963195,-0.3765219219410196
2,118,0.0700529650279445,-0.3728175827102712
2,119,0.0693183452070244,-0.33000036756342466
2,120,0.06866808737344657,-0.29165334503842855
2,121,0.06803612581595243,-0.28927932089514186
2,122,0.0673713509512799,-0.2950376690286801
2,123,0.06668543577627062,-0.2918077539544573
2,124,0.06602738223817149,-0.28888163138343936
2,125,0.06538364806345659,-0.2865591547691099
2,126,0.06478519319473575,-0.2511140594188776
2,127,0.06416680649651785,-0.2487676037968136
2,128,0.06352060092289905,-0.24656926613997754
2,129,0.06293611620687001,-0.27548631929589407
2,130,0.06233847923758683,-0.27309256728567244
2,131,0.06173324870857351,-0.3210713484878185
2,132,0.06109600697512801,-0.31764439320520593
2,133,0.060484608118184235,-0.3140573581498454
2,134,0.0598724875472335,-0.3109274288529019
2,135,0.05928385285891492,-0.30829164303908085
2,136,0.05865820690633735,-0.3050048071925773
2,137,0.058128388889355787,-0.29190833680724826
2,138,0.05753698650916832,-0.28859065937173256
2,139,0.056960129863727005,-0.2861230749580397
2,140,0.056432265366680556,-0.2833816485704031
2,141,0.055854884729969634,-0.2554933138387619
2,142,0.055273327425107044,-0.25281605554050257
2,143,0.0547370708359697,-0.2501147608625059
2,144,0.054149604818159794,-0.27775851415765584
2,145,0.053611426492864586,-0.260264916544805
2,146,0.05310933594513951,-0.2095433652330308
2,147,0.052608376337542076,-0.2321950483394215
2,148,0.06978747581362821,-0.32259053513880714
2,149,0.06908532998377682,-0.31946433877048985
2,150,0.06836902055495411,-0.3160838146404289
2,151,0.06769020147179898,-0.26437776627520837
2,152,0.06702539603689858,-0.26166046836603823
2,153,0.06635676372207341,-0.25916361817495726
2,154,0.06568015861189475,-0.3099690457417601
2,155,0.0649710153650708,-0.30683796270794694
2,156,0.0643369641656542,-0.3037846425952134
2,157,0.06365458792217431,-0.30037886481784
2,158,0.0630324087603293,-0.297966464180365
2,159,0.062393000270680746,-0.29487121193449867
2,160,0.06180141500832611,-0.29243450463403764
2,161,0.06116178663522092,-0.24002931078187684
2,162,0.060562508182958226,-0.2146436488463107
2,163,0.059957455674171836,-0.21262707200706493
2,164,0.05936804695682593,-0.16899850279095693
2,165,0.0587498939686809,-0.15117097590997527
2,166,0.058197802855211464,-0.15002283815841844
2,167,0.0576070938148312,-0.08882244490115293
2,168,0.056973233440411164,-0.11038015020543504
2,169,0.05638524042950768,-0.10902174468932009
2,170,0.05582989888971048,-0.15865481455571878
2,171,0.05528914642065935,-0.15719557024697692
2,172,0.05473926756408379,-0.10863828030768906
2,173,0.07390141724104964,-0.15560560872611634
2,174,0.07318176550926521,-0.15439330951490504
2,175,0.07244541175177742,-0.15257840679066587
2,176,0.07173345441935107,-0.103498094563864
2,177,0.07103443088175816,-0.10261174836335389
2,178,0.07356257775365901,-0.18196486392135391
2,179,0.07283952142150465,-0.17564354496134377
2,180,0.07212032109302496,-0.1740786690269155
2,181,0.07142382151662591,-0.19983150243143866
2,182,0.07072497789341081,-0.1982197108730401
2,183,0.07000990879277152,-0.1637813453697589
2,184,0.06929123638795384,-0.2132085263223548
2,185,0.06860576127764023,-0.21279032799131226
2,186,0.06789598712505959,-0.2412892063607057
2,187,0.06721056929845587,-0.23863999882056272
2,188,0.06651715870653939,-0.18727320117352633
2,189,0.06586098221611901,-0.18560352079398615
2,190,0.06523731061641702,-0.18440132584642716
2,191,0.06458644319126673,-0.18242287682596753
2,192,0.06394709851865354,-0.18107956272258424
2,193,0.06326415493064234,-0.14567959601886304
2,194,0.07382967412817298,-0.21581933458719094
2,195,0.0730680082301096,-0.21343343937910697
2,196,0.07236368058170528,-0.2115997022941419
2,197,0.07165137266975509,-0.20953136392405342
2,198,0.07094158908818095,-0.20751914227627383
2,199,0.07023585178384548,-0.20554184973359474
3,0,-3.954215614539401e-05,0.00015638503919630258
3,1,-4.908039202502912e-05,-0.00018143954766774566
3,2,-1.289469543208808e-05,0.039437765352817455
3,3,2.1247182206785614e-05,0.038703876543214236
3,4,2.5032950864058014e-05,0.03808482649828823
3,5,-1.582138581635033e-05,0.05031587242146
3,6,-4.030884378427152e-06,0.08849621356390347
3,7,-2.495443811705646e-05,0.08751845732513043
3,8,-5.531054887558666e-05,0.08689447199444668
3,9,-1.218316876530133e-05,0.10037179720608355
3,10,-3.6111609111699915e-06,0.14346334032106908
3,11,0.0012185281343837845,0.06568727254120646
3,12,0.001975724987166901,-0.07331225729756027
3,13,0.001965471927858214,-0.07247383960062559
3,14,0.001923876876020814,-0.03987261860840699
3,15,0.0019338856955339865,-0.039287680209849324
3,16,0.0019388293075985425,-0.0394416984668883
3,17,0.001920877312929604,0.0076566240961217225
3,18,0.016430999609656872,-0.0834545404573615
3,19,0.01626034490062237,-0.03414185937470923
3,20,0.01610852570791411,-0.03408224367826247
3,21,0.016002584716952532,-0.03410148516504305
3,22,0.015857148210329356,-0.03437650102723454
3,23,0.015673137818917608,-0.03400726868910539
3,24,0.015470886787997337,-0.032664088603500924
3,25,0.015277060914203663,-0.03240040082624984
3,26,0.015121528386359339,-0.03221554333541751
3,27,0.01500239698281972,-0.03227719633056805
3,28,0.014812943692109113,-0.0319005517377991
3,29,0.014685493906810537,-0.031566862789783795
3,30,0.01457949971126562,-0.031143473004987376
3,31,0.014424004013145794,-0.002522614424640579
3,32,0.014261362819313282,0.016330405145877136
3,33,0.01411218351615412,0.016164768965771736
3,34,0.013981021056349737,0.01632888498826751
3,35,0.013813204078921107,0.016595244212549307
3,36,0.01366524017718998,0.016798564883834577
3,37,0.013562654502022055,0.015824363962209098
3,38,0.01345924180150923,0.015567258388522104
3,39,0.013324700541694594,0.015464877687541512
3,40,0.013204439758685705,0.01572649425111991
3,41,0.013071969744855895,0.015845883075606512
3,42,0.012905600443744215,0.01623706644586974
3,43,0.013202478667501403,-0.014437302147739195
3,44,0.013070181119073779,0.031312904754727144
3,45,0.012927571562685702,0.031011452443449106
3,46,0.012791891450991934,0.0306401352420477
3,47,0.012722771612946373,0.030025875855207718
3,48,0.012611417813057909,0.030088011025246303
3,49,0.01254407528020165,0.029442343567887913
3,50,0.012424092322768308,0.028295738184392266
3,51,0.012283055449102144,-0.004683811183451542
3,52,0.012129980803391702,-0.004188879455701566
3,53,0.012002953691276706,-0.036372295724509646
3,54,0.011886402886621437,-0.03582797412598725
3,55,0.011785295032465986,0.012528146795028755
3,56,0.011690440180732549,0.012242198968017828
3,57,0.011588061981166055,0.011996503972754785
3,58,0.01145048038632714,0.040150885354946146
3,59,0.011361602168769363,0.03971682590350237
3,60,0.01820723092318157,-0.038841743132195586
3,61,0.01805422928079576,-0.0744916389549866
3,62,0.01787074651983031,-0.07390463808067235
3,63,0.017677332295802196,-0.07357312188252493
3,64,0.01750679985253642,-0.043623500822238745
3,65,0.017332311918691935,0.001988352221529141
3,66,0.017172452161699197,0.002154490021721342
3,67,0.017016889982937728,0.0025500807378698725
3,68,0.01685557911346515,0.013801963277700696
3,69,0.016729441636667668,0.013104133637472856
3,70,0.016563685563961726,0.012762905547511416
3,71,0.01641415588387061,0.012628926229466167
3,72,0.018070386855115673,-0.05129911291610605
3,73,0.017888883100284494,-0.02844493395791104
3,74,0.01774173980212245,-0.05405376438969868
3,75,0.017561339156671737,-0.05361808802562443
3,76,0.017386214355654666,-0.05297211579224441
3,77,0.01723184998555633,-0.0035338643288883864
3,78,0.017047425112518753,0.02196586507782701
3,79,0.016849178113233478,0.02198434126049513
3,80,0.016676270967228325,0.022001465153045477
3,81,0.016492755226245326,0.021526137131829173
3,82,0.016339340721646285,0.0214873734171908
3,83,0.03590832039305465,-0.07300761957906943
3,84,0.03552087751120029,-0.07182954324131388
3,85,0.035157416808960194,-0.07103873364215743
3,86,0.03481846941074969,-0.07052132331158012
3,87,0.03444609404262798,-0.10205310107445476
3,88,0.03405970484129073,-0.10042730818813017
3,89,0.03373701870368267,-0.09976625494105236
3,90,0.03339339897281519,-0.09873664160410012
3,91,0.040567344665548254,-0.18447527576671335
3,92,0.04016215763795068,-0.14921916784040243
3,93,0.039745950350650865,-0.11073628147506034
3,94,0.03932714893555625,-0.09181563129341444
3,95,0.039031624663418224,-0.09159096694244878
3,96,0.03865145071654917,-0.09086619408841626
3,97,0.03824829737208574,-0.08957131468393831
3,98,0.03789712346849918,-0.082669660665146
3,99,0.03750403433405705,-0.0819464616827576
3,100,0.03716134512075084,-0.04106111160001637
3,101,0.03678693853666343,-0.04072523500006108
3,102,0.0364561229403174,-0.040765603149110256
3,103,0.03609429376631451,-0.02787302682957629
3,104,0.03573553767224184,-0.019505629800224918
3,105,0.03539749717414398,-0.019546977293798184
3,106,0.0350723018751265,-0.014067231596873057
3,107,0.034705725366686244,-0.013627065115207525
3,108,0.03436674048164412,-0.013306238621548755
3,109,0.034018923527063594,-0.013277216118310033
3,110,0.03371732987290124,-0.013711984119557017
3,111,0.033376245050149,-0.013395454354564448
3,112,0.033024527555940486,-0.013230081678758152
3,113,0.032695409292251204,0.02907159368798482
3,114,0.032383835299539976,0.028893128865966212
3,115,0.03203524227168781,0.060903622970708796
3,116,0.031732532065355826,0.06012567325576111
3,117,0.031417993653013364,0.05935798047001007
3,118,0.031172554100935838,0.058075046146589177
3,119,0.03086203668812846,0.05769430402361293
3,120,0.03053652216785207,0.10059066718316657
3,121,0.030221850100976562,0.09937371780399386
3,122,0.029923436636414565,0.09824410131296683
3,123,0.029611833635548354,0.14744127239134958
3,124,0.029363864820335747,0.12262526771268256
3,125,0.029076830779769185,0.1211523133783394
3,126,0.028785197144853697,0.11994468277639371
3,127,0.028488739592398515,0.1190478299444621
3,128,0.02818478984754258,0.06947149025164522
3,129,0.027904129488268835,0.10803793185087221
3,130,0.02762889117397887,0.10710034315113617
3,131,0.027343962541970482,0.10558175506974778
3,132,0.027026500893717127,0.10553223148861154
3,133,0.026729588616210612,0.10466594380302531
3,134,0.026470564282019958,0.1038113882658423
3,135,0.026177977402590237,0.10278394436558247
3,136,0.025913763140142126,0.10138820176220728
3,137,0.025641569663299415,0.1001948221909944
3,138,0.02543623631603903,0.09858472478275862
3,139,0.04230595243162849,0.033713822524647226
3,140,0.04191634515226761,0.037827907479034015
3,141,0.04155551904713986,0.03661151228754453
3,142,0.04113829710025949,0.06495111347156036
3,143,0.04071710562994103,0.06451965705346123
3,144,0.04029162160389521,0.06382721386205306
3,145,0.03990753733803799,0.06809928660139389
3,146,0.03950996126105419,0.11493330172833449
3,147,0.0391211410059974,0.11389514060280556
3,148,0.038737788232175434,0.11271075969276492
3,149,0.03836632404848943,0.1491859517927685
3,150,0.03799938354858709,0.14767955085468742
3,151,0.037630529277943164,0.17610261627247537
3,152,0.037284452577064905,0.1737964029419842
3,153,0.03691279373471145,0.17131069561846113
3,154,0.036555624444041625,0.23833205955386613
3,155,0.03621696983427042,0.26349453281428814
3,156,0.03586365198132985,0.2606971892395287
3,157,0.03551901911200528,0.2582354904845962
3,158,0.03514457260497443,0.25586758721147146
3,159,0.0348038709590646,0.25341863082092225
3,160,0.034451606599112825,0.25143630195654953
3,161,0.0341093612423629,0.2520100730745358
3,162,0.033768394386419126,0.24957495002098615
3,163,0.03345010301668441,0.2508445040256709
3,164,0.0331359821273685,0.29091116760115926
3,165,0.032833462573248054,0.2878542847381789
3,166,0.0325026405444754,0.28521369194500545
3,167,0.032156898143454,0.28283274223623267
3,168,0.03182215662403195,0.280325771879847
3,169,0.031522492356089206,0.27780141954453896
3,170,0.03123123866382936,0.2748961450079499
3,171,0.030881360391737608,0.3133716621618815
3,172,0.03059220018485117,0.31020260730067056
3,173,0.04996346633392075,0.3125056620811896
3,174,0.049464258656994636,0.3517622914345297
3,175,0.04893971333024037,0.38118514526830766
3,176,0.04843229682224719,0.348358465409602
3,177,0.047893934044359834,0.3451955768371605
3,178,0.04745573116370207,0.335668888916949
3,179,0.04699137520806938,0.33177520949040884
3,180,0.046550550469459155,0.2794502238825447
3,181,0.04609336177222414,0.27626815978845354
3,182,0.045604082259748116,0.27363896026163265
3,183,0.0451523076690577,0.27090609470007193
3,184,0.04473263920787228,0.2678494620176251
3,185,0.04427108139328379,0.2656802765114471
3,186,0.043838024427290546,0.3008270054606917
3,187,0.04337565469372851,0.29778172160271055
3,188,0.04296728934988418,0.29475186657238195
3,189,0.0425564254641208,0.27528602571586647
3,190,0.04216217442738607,0.2725477530741255
3,191,0.04176211046075236,0.2814688013246283
3,192,0.04134943116038719,0.2784094786492804
3,193,0.040938817679447535,0.2756341179621855
3,194,0.04051167056034908,0.2980115032237402
3,195,0.04014187068635021,0.29488659631384395
3,196,0.03976113964077585,0.29187082079901544
3,197,0.05096313636829505,0.1996297848729394
3,198,0.05039849780541804,0.19801310214942686
3,199,0.049925862910649446,0.19558011922628188
4,0,-2.8781448680892283e-05,0.0001585839792733019
4,1,-1.6157232697076568e-05,0.04787979195568076
4,2,-8.705041609957219e-06,0.08734328918045126
4,3,-2.185860500098338e-05,0.13444629272682784
4,4,-4.8723863615108e-05,0.13275872724225568
4,5,-3.0177168380563567e-05,0.11093322889546281
4,6,-1.7005601058652588e-05,0.10975716846727243
4,7,-6.287726420894998e-05,0.05300842804152387
4,8,-9.211710232189324e-05,0.05240244224450399
4,9,-0.00010507323296262028,0.05193040997187409
