collapse_rate,collapse_sigma,collapse_amplitude,continuous_noise_amplitude,density_decay,relativistic_factor,slope
0.3471367710201733,0.17841875833309578,0.7747031658755508,0.006861005962252024,0.9768069529677397,0.006087865025502225,nan
0.3452781459156569,0.17470041227878103,0.7561424748636806,0.0067090082161041014,0.9753681693236852,0.005914616694865626,nan
0.35075181607437134,0.17795007205189875,0.757932562622673,0.0067008205789130856,0.9761879925263606,0.006111765921492974,nan
0.3474256873214708,0.17549164950007246,0.7682263645387265,0.006787377628402303,0.9754297548021239,0.006295188104980406,nan
0.338745294717316,0.18007645554928772,0.7742653656853828,0.006762715162864987,0.9749029523067458,0.006246249470296963,nan
0.3499029950621511,0.17564354232863894,0.7495508884413707,0.006750105191063257,0.9755065600279331,0.00628947824934383,nan
0.3516984159699357,0.17842804152311076,0.7553215087784174,0.006863102129076276,0.9767717760416987,0.005940003997106874,nan
0.35292427735254145,0.17655648175151248,0.762210067818674,0.00679410069327911,0.9759262613894734,0.005958787232898505,nan
0.35883825977710226,0.17922731445044868,0.7572958669268195,0.0069052354733881195,0.9753731856731824,0.006261790733634674,nan
0.3432749226991955,0.17646417178180218,0.751253877298675,0.006764649859722519,0.9755795684110803,0.005961832581969634,nan
