collapse_rate,collapse_sigma,collapse_amplitude,continuous_noise_amplitude,density_decay,relativistic_factor,fitness,slope,slope_std_error,energy_error
0.10371562701107195,0.2653981528472248,0.5,0.008231369801018667,0.9801527355598252,0.008467276857729264,-78.03544910822593,-5.820611361100828,0.215228947212176,7.72148377471251
0.10371562701107195,0.25539702732476566,0.5130010484537776,0.008829050827250799,0.9830787775973354,0.009945613829457627,-82.6245362622387,-6.313314511584819,0.24195668304056425,8.13112217506539
0.13274531347208054,0.2865112609045951,0.6074461221692794,0.015855609108204154,0.9809250738157125,0.007894706156286837,-96.1414792875413,-6.028129527029029,0.27026511095003364,9.511334976051227
0.17532851578587572,0.2586950688514548,0.5130010484537776,0.008829050827250799,0.9801527355598252,0.006280405012944606,-139.87713191099272,-6.172551691878239,0.3364184493529957,13.87045802191145
0.17532851578587572,0.2653981528472248,0.5,0.009353333158618884,0.9801527355598252,0.006017192908280696,-126.4945431689103,-5.482273349026941,0.1885736296354165,12.601226981988336
0.17457652485182154,0.27660769004172425,0.6074461221692794,0.01689464801836765,0.9809250738157125,0.009833618252003379,-165.8612771866391,-5.70940048258653,0.24021023058175278,16.515187670405258
0.14376029464535198,0.26958798602454254,0.6061514515153833,0.009353333158618884,0.9783888923702824,0.0059937890490254,-131.32845980308727,-6.062312622296568,0.2792287982594209,13.02661471807907
0.13274531347208054,0.2865112609045951,0.7217379933680372,0.01568385700577428,0.9809250738157125,0.004915475745636996,-134.23810009767388,-6.165429182111533,0.28763744629858057,13.307267091556236
0.13274531347208054,0.2865112609045951,0.7217379933680372,0.01581476539723208,0.9777999841849875,0.004915475745636996,-154.27138441124214,-6.343076959091609,0.316872029798454,15.292830745215053
0.17852613884212803,0.26958798602454254,0.6034798635988697,0.008234790371254321,0.9783888923702824,0.009072106756853637,-177.77055068661997,-5.82292728886446,0.2583838001745605,17.69476233977555
0.17532851578587572,0.2586950688514548,0.5,0.007859984689806759,0.9801527355598252,0.0061955915512228,-129.37233348072812,-5.8244342040243655,0.24724888171318513,12.854789927670376
0.13274531347208054,0.2865112609045951,0.5,0.009517182060745269,0.9827254785970049,0.004915475745636996,-73.08810809268202,-5.895433842424211,0.22965680149914824,7.219267425025781
0.10371562701107195,0.25539702732476566,0.7217379933680372,0.008829050827250799,0.9843794830045622,0.005015472893485293,-189.89492715486375,-6.063893062360128,0.23043714725442493,18.88310340925036
0.10371562701107195,0.2653981528472248,0.5379735815294013,0.007804395305783811,0.9801527355598252,0.008467276857729264,-86.51114259880484,-6.31925475362151,0.31672924892389476,8.519188784518333
0.17532851578587572,0.2653981528472248,0.5,0.008231369801018667,0.9801527355598252,0.006017192908280696,-131.2777730069004,-6.006853013320299,0.2549073803627771,13.02709199935801
0.13274531347208054,0.2653981528472248,0.6074461221692794,0.009353333158618884,0.9801527355598252,0.006017192908280696,-138.52363184823605,-5.874708223852741,0.26360853525737765,13.764892362438331
0.10789011880107854,0.2586950688514548,0.5539964432268025,0.010271794056956503,0.9833894460697451,0.009945613829457627,-69.00116984411015,-6.186665081856857,0.29811060371286546,6.781450476225329
0.17532851578587572,0.2653981528472248,0.5130010484537776,0.008829050827250799,0.9821126583212063,0.008467276857729264,-116.07504157716936,-6.066554392158838,0.2511985725310684,11.500848718501052
0.10371562701107195,0.2811457212574542,0.7217379933680372,0.008829050827250799,0.9830787775973354,0.009945613829457627,-90.99373548806582,-6.249218797383305,0.3046188153426367,8.974451669068252
0.17532851578587572,0.2424158056472622,0.5130010484537776,0.008829050827250799,0.9801527355598252,0.005908951120770922,-183.73150609760717,-5.7566724679689445,0.2362500177618346,18.297483362963824
