collapse_rate,collapse_sigma,collapse_amplitude,continuous_noise_amplitude,density_decay,relativistic_factor,fitness,slope,slope_std_error,energy_error
0.13274531347208054,0.2865112609045951,0.7217379933680372,0.01581476539723208,0.9777999841849875,0.004915475745636996,-142.40812238910476,-5.880263342879462,0.2821940465705123,14.15278590462253
0.17532851578587572,0.2586950688514548,0.5130010484537776,0.008829050827250799,0.9801527355598252,0.006280405012944606,-131.02807351557178,-5.746227968117918,0.21212999585675654,13.028184554745385
0.17852613884212803,0.27660769004172425,0.6074461221692794,0.01689464801836765,0.9809250738157125,0.009072106756853637,-188.9324287224302,-5.703604763740013,0.26540737772986056,18.82288239586902
0.10124203570581575,0.26958798602454254,0.994010215518266,0.008234790371254321,0.9783888923702824,0.009945613829457627,-269.5478613254726,-5.95933432451869,0.268548190220843,26.85885270009539
0.3726485432353821,0.24288860179688454,0.5130010484537776,0.008829050827250799,0.95833570702568,0.00885383296615324,-344.12549493878066,-5.683878590435671,0.23439087868234262,34.3441616348345
0.1775511274288181,0.29741915467617586,0.994010215518266,0.018443236287964068,0.9830697550461981,0.009945613829457627,-363.89369080845654,-6.076766261256477,0.2628429189548212,36.28169245472001
0.4027155503625993,0.27660769004172425,0.6074461221692794,0.01004012797643847,0.9809250738157125,0.007894706156286837,-276.2548418369137,-5.413028799274849,0.21000916694062294,27.584181303763888
0.10371562701107195,0.24288860179688454,1.1069836168965401,0.01114644776315896,0.954576966291501,0.0012161617019867256,-479.152102422252,-5.722220421191563,0.2562498879214976,47.84298820010605
0.1775511274288181,0.29741915467617586,1.210643040251985,0.017878513869514293,0.9830697550461981,0.0026901305931505016,-485.56997356413325,-5.822741035928894,0.23285672270381524,48.47472325282043
0.17532851578587572,0.2653981528472248,1.1516555359148144,0.009353333158618884,0.9801527355598252,0.006280405012944606,-662.7093704416566,-6.2096822610753915,0.32948398506562265,66.14996881805811
0.13274531347208054,0.2865112609045951,0.6074461221692794,0.015855609108204154,0.9809250738157125,0.007894706156286837,-115.61638678331825,-6.053619130327656,0.28969124509288,11.456276765299059
0.13274531347208054,0.2865112609045951,0.7217379933680372,0.01568385700577428,0.9809250738157125,0.004915475745636996,-169.364002408545,-6.023319662681732,0.2870763454066461,16.834068274586325
0.3726485432353821,0.24288860179688454,0.5130010484537776,0.01004012797643847,0.95833570702568,0.007894706156286837,-340.940314174622,-5.791547268087664,0.22815559175619024,34.01487669065344
0.17532851578587572,0.2653981528472248,0.5,0.009353333158618884,0.9801527355598252,0.006017192908280696,-123.62672208707455,-6.2082228964505495,0.3289909010667159,12.2418499190624
0.1654379978860604,0.24288860179688454,1.1516555359148144,0.008829050827250799,0.95833570702568,0.006280405012944606,-928.7450532895897,-5.918312382778007,0.29046484564689296,92.78267409068117
0.10371562701107195,0.26958798602454254,0.994010215518266,0.008234790371254321,0.954576966291501,0.009945613829457627,-264.3677857643539,-5.913602385711742,0.33759589099532417,26.34541833786422
0.10371562701107195,0.27660769004172425,1.1069836168965401,0.01114644776315896,0.954576966291501,0.007894706156286837,-263.0087550590314,-6.253219345997994,0.32035082924393377,26.17555357130334
0.17852613884212803,0.26958798602454254,0.6034798635988697,0.008234790371254321,0.9783888923702824,0.009072106756853637,-176.23214722390867,-5.7462986137546155,0.2098615990662592,17.548584861015406
0.3726485432353821,0.24288860179688454,0.5130010484537776,0.008829050827250799,0.9830697550461981,0.003516693308921057,-378.5004862612194,-5.703321900599028,0.19144054086926007,37.77971643606204
0.3726485432353821,0.24288860179688454,0.5578041131192601,0.008829050827250799,0.954576966291501,0.009382377770886756,-495.16870570105567,-5.507424672220486,0.21344962814507246,49.466128102883516
