collapse_rate,collapse_sigma,collapse_amplitude,continuous_noise_amplitude,density_decay,relativistic_factor,fitness,slope,slope_std_error,energy_error
0.10371562701107195,0.2653981528472248,0.5379735815294013,0.007804395305783811,0.9801527355598252,0.008467276857729264,-69.33629107639501,-6.418351918776803,0.39185942971467325,6.79179391576182
0.10371562701107195,0.2653981528472248,0.5,0.008231369801018667,0.9801527355598252,0.005367157660666345,-51.81776323630134,-6.368054604606914,0.3219166444273952,5.044970863169443
0.11114316662904432,0.2653981528472248,0.5132766927895959,0.007804395305783811,0.9801527355598252,0.008467276857729264,-66.04029057970293,-6.41423188761488,0.40979971049932384,6.462605869208805
0.13274531347208054,0.2865112609045951,0.5,0.009517182060745269,0.9827254785970049,0.004915475745636996,-70.5954224490842,-6.148346418151258,0.27216813948687474,6.944707603093294
0.10371562701107195,0.2653981528472248,0.5,0.008231369801018667,0.9801527355598252,0.008467276857729264,-69.65787472339257,-5.959303011114633,0.24795269033439998,6.869857171227794
0.10371562701107195,0.2586950688514548,0.5130010484537776,0.008829050827250799,0.9812463518992425,0.009945613829457627,-92.20544649076481,-6.1735787744937,0.26921980694645836,9.103186771627112
0.1,0.2586950688514548,0.5130010484537776,0.008829050827250799,0.9812463518992425,0.009945613829457627,-106.41878128563303,-5.780179906587511,0.23795131253028998,10.563860137904552
0.13274531347208054,0.2865112609045951,0.5350972032965225,0.009027802248644006,0.9801527355598252,0.007894706156286837,-72.09558195459346,-6.127980391556216,0.3183913945030666,7.0967601563037235
0.10371562701107195,0.2653981528472248,0.5539964432268025,0.010271794056956503,0.9802618467924226,0.008467276857729264,-80.84402971896252,-5.9944052154247,0.3172476734229968,7.984962450353781
0.13274531347208054,0.2865112609045951,0.5,0.009517182060745269,0.9827254785970049,0.004915475745636996,-80.44141962718467,-6.012997879324769,0.31562356267500746,7.94284217478599
0.10371562701107195,0.2865112609045951,0.5187965253490621,0.009718997176191003,0.9801527355598252,0.007894706156286837,-53.93965496211062,-6.290244459712996,0.33562623561218535,5.264941050239763
0.13274531347208054,0.2865112609045951,0.5,0.009517182060745269,0.9801527355598252,0.004915475745636996,-74.58860859556708,-5.964490831256912,0.2479547173759835,7.362411776431017
0.13274531347208054,0.2478485259601129,0.5,0.009517182060745269,0.9802618467924226,0.008467276857729264,-124.25532790005413,-5.772571126587521,0.2681775033555665,12.34827567734666
0.11773556029760791,0.2653981528472248,0.5,0.008231369801018667,0.9802745610016526,0.009418945282731874,-115.93992331648516,-6.037862855645065,0.2705586378591168,11.49020604608401
0.10371562701107195,0.2847454152180625,0.5350972032965225,0.009027802248644006,0.9838457597179721,0.008590910038523709,-47.36148169212216,-6.400013574411155,0.31649695890713064,4.596146811771101
0.10371562701107195,0.2865112609045951,0.5,0.009517182060745269,0.9801527355598252,0.005367157660666345,-69.75210925564616,-6.040529779747395,0.2828722037537294,6.871157947589877
0.10371562701107195,0.2659264254886514,0.5,0.008829050827250799,0.9812463518992425,0.009945613829457627,-69.20404326046926,-6.107954581222149,0.2736083706874236,6.8096088679247115
0.13274531347208054,0.2865112609045951,0.5,0.009517182060745269,0.9827254785970049,0.004232117958419704,-73.70604313737044,-5.927836345063154,0.2450484936041149,7.277820679230729
0.10371562701107195,0.2653981528472248,0.5539964432268025,0.010271794056956503,0.9801527355598252,0.008467276857729264,-86.85442160118372,-6.118831816368926,0.2643029554335855,8.57355897848148
0.10371562701107195,0.2696281148451126,0.5539964432268025,0.008231369801018667,0.9802618467924226,0.008467276857729264,-102.7657034895213,-6.525427165391809,0.3301984946778622,10.12402763241295
