collapse_rate,collapse_sigma,collapse_amplitude,continuous_noise_amplitude,density_decay,relativistic_factor,slope
0.2921973626807404,0.16859780750104045,0.6246457595403704,0.006895944628861739,0.9830312526877838,0.0021138644573175888,-3.736004083300268
0.2923856980099346,0.1687122741928265,0.6247921871911672,0.006948690951208778,0.9830618110476886,0.0020534725989735277,-3.55501249452286
0.29209632142828734,0.1686883295119678,0.624061348151754,0.006941342223750918,0.9830966497497935,0.0021073508307275597,-3.4986759789030852
0.2921584622230394,0.16875909984883902,0.6244762883076853,0.0069377256392371385,0.9830433237345013,0.002143196306476237,-3.556691472514202
0.2920941967078518,0.16860556831194515,0.6244770754845375,0.0068963706431627225,0.9831714423297668,0.0021567763937413616,-3.861404060415264
0.29222981377135016,0.16871587085334697,0.6244907345661126,0.007021218588600728,0.9831317730908028,0.0021466257582832206,-3.6007062892632846
0.29232813350517184,0.16858126826732778,0.6244804446841115,0.007021763398240625,0.9830904241609966,0.002035869673580504,-3.6095094433998614
0.292683139285041,0.1685677247212207,0.624258616876716,0.006987790222044034,0.9830858600256519,0.002157318625493722,-3.832134262879728
0.2926721601943922,0.16860593604529434,0.6244567882984504,0.006885111361288102,0.9830507187273384,0.002040593800811279,-3.8324808514057644
0.29194143160385416,0.1686323859042103,0.6247572443707835,0.006867280571078684,0.9830586943916039,0.0020275268121525275,-3.6005566282518657
0.29254724033018065,0.16861966249535348,0.6245545235939539,0.006998570015625427,0.9831651375373307,0.0021705268677650394,-3.627118068491199
0.292373862891126,0.1687180011443993,0.6243967928848576,0.006917844679289113,0.9831590356608358,0.002090793824021426,-3.7015882044128743
0.29209854217746634,0.168591710468401,0.6249482658265983,0.006969327001839545,0.9831614439299581,0.002036475978667339,-3.6637124742665064
0.2922739817436009,0.168681324814721,0.6248557795125603,0.006996713452014107,0.9831730949533153,0.0021411258052878007,-3.6976012955132447
0.2925333440859967,0.16864870493605472,0.6244570153678001,0.007011200547046598,0.9831689850095379,0.002092469937228007,-3.522940875991763
0.2921574630261995,0.1687017909059881,0.6243981229315303,0.006929595373970327,0.9830736380969811,0.002069958784061478,-3.8323014421749533
0.2923120546368903,0.1687389647535174,0.6242398924857122,0.006941692185485705,0.9830484848461143,0.0021714590465142392,-3.6974695117373817
0.2926320149139324,0.1686851225926228,0.6245106016232169,0.006981609657804068,0.9830842478228349,0.002162109058060248,-3.660675442318149
0.29227508526967416,0.16857071527450362,0.6246681454391521,0.006986443260898085,0.9831462331353501,0.0021069615021255942,-3.6308767495167418
0.2919500236917445,0.16860122003436281,0.6247000804838029,0.0068868250495902,0.9830438157610628,0.002148216358691774,-3.7291061746929874
