collapse_rate,collapse_sigma,collapse_amplitude,continuous_noise_amplitude,density_decay,relativistic_factor,slope
0.2913060555491757,0.16845131379853648,0.6251273627968504,0.007003839293286429,0.9830786117291426,0.0021306329557877726,-3.627914655177665
0.2903286309298261,0.16873315189678012,0.6240022714815963,0.006979637031387556,0.9832020744502366,0.002115235707289464,-3.7190473824282497
0.290312620227638,0.16885084094156946,0.624245014826693,0.006929168412407547,0.983003275013871,0.002124283209491889,-3.8553051339430553
0.29160355740190136,0.16890548831294788,0.6241361827400509,0.006981522015602627,0.9832308221572853,0.0021566917722935616,-3.6426484710293234
0.2913636518649926,0.16868844372216427,0.6247781435940001,0.006999498729244735,0.9830213990439441,0.002144935525444374,-3.8028294581527127
0.29252314945144253,0.16901989215416213,0.6240512741314072,0.006974281085384454,0.9831635141193202,0.0021677393855677966,-3.5245722627879017
0.29078900695194054,0.16908059713046808,0.6225019576453846,0.006902483096761536,0.9831936931377832,0.002071916726843878,-3.6896258490730793
0.2920989873246239,0.16880774224663503,0.6228479955989025,0.0070117999317928946,0.9831040808683347,0.0020834085424516545,-3.516851075143485
0.29320887952076136,0.16900378867644064,0.6251016770002156,0.006877778674505656,0.983236960973819,0.0021608633728026553,-3.6889220892388517
0.29267621757551227,0.16862073679112,0.6241349671140707,0.006982797742208151,0.9832473873960028,0.002151583679565572,-3.7889552255909194
0.291192651849282,0.16913824910552788,0.6221946957994618,0.006903350858619921,0.9831311965772888,0.002128810770221536,-3.76754706228628
0.2931231235220488,0.16882056099608622,0.6234851208694605,0.006970321656791727,0.9831935365939124,0.0020861918002634773,-3.521463151226078
0.2932584021626601,0.16863861592917484,0.6251053235003653,0.006921339286871554,0.9831364739871911,0.002129826597629441,-3.815353728374449
0.29311075747250376,0.16876660809022007,0.6241365630928852,0.0069495030085613444,0.9832552406635362,0.0021633583668455984,-3.5941812702929785
0.29151183941105363,0.16850657618752746,0.6252108586047647,0.006895523701486017,0.9831030889102993,0.002118619583720403,-3.738807616744992
0.2932408462306185,0.1686369440729957,0.6239890521365021,0.0069349122948090085,0.9830161910045898,0.0020234653283168987,-3.7091479841152344
0.29147948722729045,0.16852774458910838,0.624959697669951,0.006938463809867444,0.9830702944025317,0.0020922680107320316,-3.7041438821614423
0.2903808601043482,0.16842182585070675,0.6227775590268764,0.006995284717464421,0.983021864874873,0.0021206765415769627,-3.5817927509886163
0.29091750523629656,0.16868679650358834,0.6248495700087837,0.006873259081419494,0.9830502719514032,0.0021781104343023784,-3.721251795173562
0.2930233495561034,0.16873175556907682,0.6245078768982674,0.0070061358758405235,0.9829719018866394,0.0020691256269255087,-3.635683916607044
