collapse_rate,collapse_sigma,collapse_amplitude,continuous_noise_amplitude,density_decay,relativistic_factor,slope
0.29373947075204915,0.1687149004057199,0.6242099401137287,0.006993253986732429,0.9827855365686632,0.0021196920684001374,-3.4629323502153473
0.2916400473524795,0.16927829186040316,0.6247445980663384,0.0069658891611944825,0.9828804433512155,0.002174930621528236,-3.7282796786861274
0.2889171854704808,0.16826678761129155,0.6265886313656281,0.0068900676849557715,0.9830311967765496,0.0021078675834730613,-3.385564713382281
0.2894850787190175,0.1685799206859062,0.6230008916187698,0.0069826278064950825,0.9829027288891748,0.002097732538721196,-3.690404166200415
0.293974839594476,0.16811663063931978,0.6252883494378668,0.006958089485334439,0.9832034714836296,0.0020542103673387773,-3.8019353680496866
0.29008853350596664,0.1680328583685324,0.6251537253062717,0.0070122454596809386,0.9828978828322886,0.0021057200957255756,-3.620889624527326
0.29428021599705395,0.16782287209546884,0.6233617254437817,0.006920089696833011,0.9828662489289572,0.0020658204961471424,-3.605247723311591
0.2937693260688539,0.168730354253432,0.6201351362829772,0.006953818378658638,0.9829297599768729,0.0021352364309965913,-3.7441209767187162
0.29037447506310254,0.16861582500669636,0.6202949230846538,0.006875890429863112,0.9829435604683048,0.002068257134815785,-3.7282847200359215
0.2933905327211172,0.1692081965382698,0.6253903024395683,0.0070071276206881365,0.9831047462519773,0.002073724256332299,-3.8055051235855726
0.2888744242355624,0.16812285917731803,0.6213300241242471,0.006984553376019445,0.9826560546871188,0.002059888709352439,-3.3127548829898865
0.28901303070811574,0.16889852057519925,0.6198757403892792,0.007021309550287557,0.9828557087453585,0.0020365106331199146,-3.5904518450184897
0.29276918049992745,0.16885801540574985,0.6257368464803933,0.007008010725220318,0.9830031476725055,0.0021554888190943736,-3.6105790532201283
0.29010179483836807,0.16921022424664733,0.6228251897572409,0.006882189373699445,0.9828432906853695,0.0020374304093767957,-3.8915465788294767
0.2890709471552974,0.16879581474798336,0.6212610676290395,0.006976159043424148,0.982751384069116,0.0021636987873100088,-3.738187367603237
0.2923894721272555,0.16866547936492063,0.6222528222625222,0.0068790230331540435,0.9828170464241235,0.0021155055341586155,-3.7260332120004684
0.29385498145384326,0.16829279510386203,0.6201832408066783,0.006997007892411471,0.9831592775049182,0.002063756188499914,-3.723268214384154
0.28982419057259906,0.16854398779922128,0.6220799876737821,0.006969924607999226,0.9832454363126305,0.0021536190083044082,-3.847812033284763
0.29393567036680696,0.16804968206017615,0.6246657002598808,0.006978042277090325,0.9831491069800948,0.0020290342649452397,-3.627008229696309
0.2930438233701403,0.16809847338597633,0.6267248125977969,0.006940896552700179,0.9830887893989658,0.0020364444666115425,-3.7595424975607785
