collapse_rate,collapse_sigma,collapse_amplitude,continuous_noise_amplitude,density_decay,relativistic_factor,slope
0.2965911603625106,0.15433976044124018,0.7725406569732783,0.007563414422301418,0.9833789479732353,0.0051977793939499235,-3.4378210402620373
0.2963199870514994,0.15440678906302513,0.7720194723099556,0.007594153390120084,0.9833452680156775,0.005134869843753505,-3.6430822010697215
0.29631041335740954,0.15449719313818905,0.7738139681786974,0.007580924130101658,0.9832857409255795,0.005190393033435182,-3.5479346913865224
0.2972382051126447,0.1544577540911213,0.7735727227114193,0.007508038197576377,0.9833294027434383,0.005177304664101839,-3.4727552037736356
0.2975021377081201,0.1545595996684623,0.7729236366973837,0.0075574658686640055,0.9833588602055354,0.005283582101285525,-3.4229894232092137
0.2964723922878925,0.15434668936447657,0.7723685205927043,0.0075897181405697595,0.9833791357753016,0.00524129381003052,-3.7507677192906455
0.29677644199171993,0.15464092123709722,0.7731593440894492,0.007490937243025262,0.9833462464722535,0.00525644356000135,-3.435820916858696
0.2975469194849226,0.15467197442966324,0.7725043702706665,0.007615568856521557,0.983361861359166,0.0052449702355723896,-3.7840656512179667
0.2972670113477786,0.1543931092485799,0.7726528173361193,0.007589716356498559,0.9833228095786881,0.00522092616888233,-3.724311107109487
0.29765758762657174,0.15457729132212972,0.772910512743523,0.007612992233706411,0.9833050235743684,0.0051376108027867354,-3.798217547866463
0.2974825241472199,0.15435014000361533,0.7732105884076277,0.007574958505064292,0.9833762142909337,0.005248377497684803,-3.614361884798318
0.297102693263356,0.15433008956403385,0.7737083179651577,0.007594220354089038,0.9833843304707761,0.005235509856445543,-3.75100175609445
0.2969674256851086,0.15444816592827132,0.7736944580217877,0.007589066146816244,0.9833737332206617,0.005237072438528235,-3.5699295394135473
0.2965061479756299,0.15460149641762908,0.7719261688105126,0.007553858031361725,0.9833220831863594,0.005248224560071682,-3.6759408982712722
0.2966680166692013,0.15446630595838956,0.7733410335691301,0.0076096032464157476,0.9833109047201042,0.005204185223096595,-3.621287864844798
0.29720744204487426,0.15429100079325112,0.7728093895196404,0.007581378061785229,0.9833590936671577,0.0052650958394109045,-3.5797410665327507
0.2973938456450194,0.1544940269563865,0.7737375918576013,0.007474791406203701,0.9833275755405938,0.0051402526348566955,-3.2812869852279944
0.29737335097831413,0.15433371907425214,0.7735016817981178,0.007610064259908482,0.9833334918522147,0.0051981445010793334,-3.7433763267840434
0.29735440298627797,0.15461883702960497,0.7720044702591501,0.0075001642079875535,0.9833723473948854,0.005286909902924406,-3.5554194499732916
0.29634180640010266,0.15449669559842938,0.7719990451433157,0.007603420275266707,0.9833596639713356,0.005230662619638836,-3.1861474490487995
