collapse_rate,collapse_sigma,collapse_amplitude,continuous_noise_amplitude,density_decay,relativistic_factor,fitness,slope,energy_error
0.3016309972826855,0.27980499144502446,0.6093226672523067,0.008987297940131127,0.9796189941414591,0.007491792443550295,-118.23830309700783,-4.993758266949509,11.823206136395735
0.3477922266944724,0.29642941023319247,0.6093226672523067,0.007953800166088886,0.9876779404455123,0.007491792443550295,-172.50269669104716,-5.911296215984131,17.159140047506305
0.3016309972826855,0.2860369342342517,0.6586467331600792,0.006333217199979645,0.9876779404455123,0.001880410879165576,-207.96730933658174,-5.423127677138607,20.754418165944312
0.3016309972826855,0.27980499144502446,0.7613442239109971,0.006333217199979645,0.9796189941414591,0.0023904073009841874,-238.06970758663624,-5.292347309798779,23.777736027683748
0.3016309972826855,0.27980499144502446,0.8398297318443456,0.006333217199979645,0.9796189941414591,0.0023904073009841874,-291.2404882342585,-5.292308244777677,29.09481799894808
0.3021690755388651,0.2860369342342517,0.6093226672523067,0.007953800166088886,0.9876779404455123,0.001880410879165576,-194.99155826013018,-5.853204341559816,19.413835391857038
0.3016309972826855,0.29642941023319247,0.6093226672523067,0.007953800166088886,0.9796189941414591,0.0023904073009841874,-121.40839359176204,-5.3661037582749715,12.104228983348706
0.3016309972826855,0.27980499144502446,0.6093226672523067,0.006333217199979645,0.9796189941414591,0.007491792443550295,-100.91762675019055,-5.96649085271483,9.995113589747572
0.3214181200670443,0.2857896988829372,0.6586467331600792,0.006333217199979645,0.9876779404455123,0.001880410879165576,-163.62722509561874,-5.870731563044801,16.275649353257393
0.3016309972826855,0.29642941023319247,0.6093226672523067,0.007953800166088886,0.9796189941414591,0.0023904073009841874,-121.40839359176204,-5.3661037582749715,12.104228983348706
