collapse_rate,collapse_sigma,collapse_amplitude,continuous_noise_amplitude,density_decay,relativistic_factor,fitness,slope,energy_error
0.4060262586839367,0.2811040817494658,1.36335166039128,0.006852894941580014,0.9690047046519207,0.0046607003101444945,-391.70310462152634,-6.183716702702896,39.05193879188234
0.3306572106976762,0.1804463283416212,1.4289082441121206,0.017901955342457507,0.9880415537181129,0.0022142336785954653,-3680.613447841081,-5.0165742043105945,368.059687363677
0.49838226853722356,0.1599776131469891,0.5044889271074618,0.007028613039607736,0.9750697406428107,0.008412015086347029,-1086.074200793466,-4.6248050208829925,108.56990058143491
0.2204329416784354,0.22858135674404992,1.3596515022018059,0.012711808449893308,0.9873511725399486,0.007967134843312493,-1048.9692040767059,-5.5628181513333494,104.84063859253723
0.11365084119116267,0.10524122552891364,0.5564007463718283,0.01952800729598991,0.9852373690278767,0.002109243888975465,-964.60642097042,-5.947118719023504,96.36593022513965
0.3016309972826855,0.27980499144502446,0.7613442239109971,0.006333217199979645,0.9796189941414591,0.0023904073009841874,-171.66159678792727,-5.193324661605588,17.146827212632168
0.43429626035347846,0.21951506276880578,1.0269817154710221,0.008543901942692025,0.9700077807146177,0.0038986076730129593,-866.5159966409248,-5.174208095622697,86.6341788545302
0.3477922266944724,0.29642941023319247,0.6093226672523067,0.007953800166088886,0.9876779404455123,0.007491792443550295,-121.1926911048921,-5.510481170153175,12.068220993473894
0.426039206568688,0.12482658411458432,1.0227964781945782,0.016172172650018787,0.9521378758205596,0.004626236503516607,-3937.0132025385133,-4.411247283231638,393.6424449821745
0.3098627277681195,0.25058568690815997,1.3623437135933947,0.014025967725702658,0.9725801231104005,0.006657009473433182,-701.965414478562,-4.978029439724441,70.19434439182865
