collapse_rate,collapse_sigma,collapse_amplitude,continuous_noise_amplitude,density_decay,relativistic_factor,fitness,slope,energy_error
0.3477922266944724,0.29642941023319247,0.6093226672523067,0.007953800166088886,0.9876779404455123,0.007491792443550295,-207.75535799652081,-5.571906818628483,20.718345117789234
0.3016309972826855,0.27980499144502446,0.7613442239109971,0.006333217199979645,0.9796189941414591,0.0023904073009841874,-184.72606766019348,-5.24927040214515,18.447679725804832
0.3098627277681195,0.25058568690815997,0.6093226672523067,0.007953800166088886,0.9876779404455123,0.006657009473433182,-221.55651845236906,-5.18417730087508,22.137234115149397
0.3016309972826855,0.25058568690815997,0.7613442239109971,0.014025967725702658,0.9796189941414591,0.006657009473433182,-270.98399634235267,-5.116027911171311,27.086796843118137
0.3098627277681195,0.2811040817494658,1.36335166039128,0.014025967725702658,0.9690047046519207,0.006657009473433182,-448.9772295367148,-5.163597056588956,44.88136324801258
0.3477922266944724,0.29642941023319247,1.36335166039128,0.007953800166088886,0.9876779404455123,0.006657009473433182,-649.5235842677456,-5.481530820034829,64.90420534477109
0.32472786743404997,0.27980499144502446,0.7613442239109971,0.007953800166088886,0.9876779404455123,0.0023904073009841874,-241.31007348046253,-5.328024284696668,24.098204919576585
0.3016309972826855,0.25058568690815997,0.7613442239109971,0.013291241722537962,0.9796189941414591,0.002363891718315324,-270.98403113718507,-5.1160278583742835,27.08680032788108
0.38325400126426545,0.25058568690815997,0.6952289210229123,0.009233058897789498,0.9796189941414591,0.006657009473433182,-182.78787347206892,-5.031296828759386,18.275657664330954
0.3016309972826855,0.27980499144502446,0.8398297318443456,0.006333217199979645,0.9796189941414591,0.0023904073009841874,-226.34138089555555,-5.249272400623757,22.609210849493177
