collapse_rate,collapse_sigma,collapse_amplitude,continuous_noise_amplitude,density_decay,relativistic_factor,slope
0.18310547026574464,0.15292964999327713,0.8972496908253585,0.006595505027848523,0.9667839065685025,0.0022823095180291232,-4.445239086988243
0.15320648699987313,0.1401335130615322,0.9718324874321571,0.007008194552658443,0.967309880915678,0.0009923437930182473,-5.754301565902754
0.19947433907645284,0.16222304266067508,0.8232902469504609,0.007719857755585865,0.9634872261176644,0.00453664358778294,-4.195084717405637
0.17004225082687685,0.17630480588803116,0.880136389916551,0.008460749135150656,0.9661372418978512,0.004031560579200294,-5.008782663140711
0.1530707278568441,0.14210065856115695,0.8595760221661419,0.008725919616487568,0.9664007748457121,0.004969773352909532,-4.138221885485951
0.12167729912644197,0.1358916303816997,0.9453634356895524,0.006461254625018536,0.973271614415075,0.0021785097260179987,-6.066051854435604
0.10770448383624825,0.13902864508104196,0.85310396337518,0.0068402872807698115,0.9609785533460845,0.00531641177796247,-4.2360038745799375
0.11244937505424968,0.14087917915830242,0.9401505042706813,0.006411748483871409,0.9676742985982573,0.004554105420740662,-4.8088135325466155
0.13027283902607492,0.13449311960671817,0.823160220440142,0.0075654161574963885,0.9745149145408749,0.001304140150644934,-4.2093621146472
0.1664710483977282,0.15400422457828988,0.8946113785189536,0.0075894317685943,0.9754542570849498,0.001817428687800905,-4.284438551719355
