collapse_rate,collapse_sigma,collapse_amplitude,continuous_noise_amplitude,density_decay,relativistic_factor,slope
0.16395994589841714,0.16750399677243588,0.92629388650786,0.007534441932270403,0.9632404036401123,0.00428153312366803,-5.216841699363264
0.161279100397092,0.16662026754085166,0.8996216593912516,0.007481435438019949,0.9644968265425388,0.0034474163653119994,-5.69221761329764
0.17271410675374407,0.16628449956413752,0.8983181043047349,0.007735034631551948,0.965717343112645,0.004383851659717184,-6.193057587145856
0.16143057434266694,0.16151588594381885,0.920527336213956,0.0076242404205041974,0.9643426791956276,0.0035955126822509987,-5.26598685050823
0.18079251199588273,0.16743731759280855,0.9252178165630467,0.0077146505961378665,0.9636491906023159,0.003944438244282751,-6.00842531541318
0.176945395134814,0.16285740438839488,0.903705759739135,0.007653731238275764,0.9631872337984588,0.00423042076867465,-5.398580621535769
0.17988230361821855,0.1706721922413498,0.938594430188855,0.007966094926703908,0.9626452211299792,0.004391451779614619,-4.733477095403436
0.16873037001823266,0.16995986069360913,0.9252798449037778,0.0077634526727130716,0.9633322516489689,0.0037328702066581967,-5.482469063111322
0.16572019978836974,0.16610625865213535,0.9066568720485763,0.007632063295350702,0.9627687222489703,0.0042267388413835035,-5.176144448361436
0.1660034241581817,0.16996447717087312,0.917870199147113,0.00766046354533395,0.9652520383336233,0.0040276859606884945,-4.998469246830272
